-2.3617897,6.0536733
-2.5329072,5.9970937
-2.0979066,5.9934096
-2.3045561,6.0287104
-3.4671075,5.9736133
-2.6897125,5.8593087
-2.040267,5.893431
-3.634336,5.877251
-2.753024,5.809589
-3.534421,5.8627176
-2.5063016,6.340638
-2.9905345,5.918139
-3.0145593,5.717369
-1.7780447,6.0975423
-1.762251,6.335097
-2.6865752,6.2679663
-2.6828086,5.6948347
-2.5028381,6.0550165
-2.2647395,6.0063667
-2.500914,5.9627633
-2.2961998,5.9880543
-2.9316714,5.966127
-2.3645935,5.9721785
-2.661434,5.952358
-1.6757693,6.083233
-2.624706,5.9106154
-2.4550638,6.0131545
-2.5590687,5.9641557
-2.3457105,6.028019
-2.7435083,6.019217
-2.132906,6.01608
-2.7974815,5.9884195
-3.0537677,5.942988
-2.545381,5.9708815
-2.2689152,6.0527387
-2.3801763,6.0126576
-3.268172,5.9075747
-2.2465029,6.0330615
-2.593298,6.000994
-2.2991807,5.9859247
-2.5303273,5.997896
-2.977103,5.9558063
-2.936378,5.969635
-2.595328,5.9037704
-2.5364356,5.9652534
-3.2972298,5.9234457
-2.7011008,5.9560776
-2.860455,5.964947
-2.6391995,5.97744
-2.223549,6.035263
-3.1978793,5.9268684
-2.303984,6.0245643
-2.8083322,5.9830647
-3.004601,5.93468
-2.9289322,5.9633927
-3.4914696,5.898426
-2.8227768,5.980712
-2.4382398,5.9949884
-1.9850502,6.0562105
-2.549783,5.9444747
-2.9411836,5.9486475
-2.6065137,5.96652
-3.101026,5.949574
-2.7987466,5.977754
-2.6279397,5.978406
-2.6641772,6.0575957
-2.6683607,5.896721
-2.4066784,6.0607877
-2.5881965,6.084133
-2.6668758,5.9721966
-2.4947548,5.9919114
-2.318204,6.0261393
-2.4977608,5.96458
-2.845861,5.967019
-2.3055084,5.9930644
-2.5521312,5.9785175
-2.9617305,5.944874
-2.403717,6.012621
-1.4927446,6.1090636
-1.7331795,6.0989995
-1.9594578,6.0367656
-2.3508344,6.0257616
-2.861369,5.9726806
-2.3187268,6.066815
-2.9003956,5.9641643
-2.7349896,6.021391
-2.5056446,6.024824
-2.650137,5.953168
-2.948485,5.944757
-2.329049,6.0143814
-2.6226423,6.0085626
-2.6395924,5.9552593
-2.8241487,5.9789195
-3.3913825,5.8845987
-2.706332,5.9594746
-2.4401515,5.954782
-2.2471323,6.0373664
-2.4456913,5.9610915
-2.395367,6.0467954
-2.619195,5.865857
-33.08849,8.423017
-33.083813,8.563713
-32.626545,8.378157
-33.143566,8.627548
-32.520126,8.357848
-33.06421,8.545871
-32.66959,8.407508
-32.808186,8.542045
-32.151207,8.261152
-33.551907,8.739306
-32.7862,8.568287
-33.04231,8.525483
-32.96075,8.418917
-33.307724,8.641062
-32.020123,8.202212
-32.577168,8.515893
-33.4483,8.697742
-32.743904,8.447118
-32.667564,8.552044
-33.821445,7.8694596
-32.82642,8.859731
-32.627377,8.445719
-32.68303,8.445671
-33.64145,8.756578
-32.76771,8.381271
-33.22329,8.710099
-33.43475,8.245261
-32.917423,7.395553
-32.889576,8.68271
-33.17469,8.622479
-32.97905,8.573044
-32.67517,8.485891
-32.21387,8.277278
-33.030357,8.539411
-32.766308,8.502774
-32.746742,8.478445
-32.91671,8.55196
-33.156227,8.60109
-32.539867,8.350353
-32.570297,8.387921
-33.077675,8.569945
-32.487213,8.351928
-33.05027,8.552833
-33.2138,8.617782
-33.212463,8.615573
-33.650997,8.81712
-32.679478,8.463839
-33.154163,8.596204
-32.60812,8.382074
-33.067867,8.569959
-32.773003,8.47443
-32.45644,8.352963
-32.46746,8.349196
-33.09252,8.586689
-32.746872,8.428755
-32.442657,8.362861
-33.100533,8.577141
-33.195454,8.602143
-32.84665,8.431236
-32.69051,8.457094
-33.13436,8.592846
-32.998867,8.578284
-32.828934,8.519124
-33.105896,8.600139
-32.538506,8.369723
-32.760696,8.467426
-33.2501,8.64471
-32.659576,8.438758
-33.066765,8.5230665
-32.100475,8.28024
-32.534515,8.374758
-32.705147,8.44685
-33.074738,8.583068
-33.625515,8.770597
-32.910828,8.482732
-33.562794,8.788856
-33.686733,8.791543
-32.1409,8.314898
-32.21052,8.283141
-33.14843,8.551638
-32.62388,8.401117
-32.70068,8.461998
-32.741142,8.430358
-32.924606,8.53153
-32.521378,8.361834
-33.055588,8.543087
-33.198433,8.608489
-32.593235,8.441581
-32.70517,8.423065
-32.661663,8.399557
-32.7036,8.4622135
-32.872276,8.528025
-32.5631,8.353571
-32.68493,8.418355
-32.566452,8.3737545
-32.211727,8.318595
-32.682594,8.457886
-32.745056,8.428097
-33.183636,8.613906
-32.649418,8.413849
32.757744,10.692798
31.983307,11.2468815
32.23136,11.252217
32.801147,10.580581
32.406162,10.961627
31.957943,11.369804
32.034176,11.202038
32.259693,11.314797
33.060806,10.37078
33.03664,10.396326
32.20945,11.358287
31.960686,11.370481
31.94139,11.383329
32.014744,11.297697
31.389706,11.854464
32.97734,10.445599
32.233997,11.252282
32.374146,10.985927
32.254948,11.19309
31.980127,11.346722
32.049896,11.30789
32.072388,11.199179
32.0701,11.233906
32.05813,11.204316
32.786224,10.6084175
32.21517,11.277253
32.26349,11.212656
32.31876,11.017507
32.045376,11.270822
32.304478,11.041136
32.370808,10.990084
32.30232,11.04217
32.932518,10.480226
32.45713,10.913834
32.809994,10.565662
31.961313,11.366617
32.30555,11.040126
31.672485,11.6571045
31.967993,11.359637
32.013054,11.224789
32.574703,10.816684
31.948479,11.373795
31.95018,11.375664
32.299377,11.04006
32.30121,11.035739
32.0489,11.225495
31.884626,11.43824
31.79938,11.525552
31.957008,11.370911
32.23458,11.072465
32.01148,11.302294
32.260307,11.07062
32.021744,11.2667675
32.30589,11.039605
32.21974,11.262804
31.926153,11.401752
32.056988,11.217505
32.00312,11.249324
32.027985,11.373721
32.272793,11.219533
32.002113,11.30367
31.95821,11.371853
32.028244,11.232726
32.24909,11.092818
32.04859,11.314877
32.06082,11.238448
32.128517,11.361089
32.092754,11.316061
32.22505,11.28531
32.25276,11.092262
32.072628,11.183004
32.044075,11.277923
32.05918,11.22644
31.55186,11.661723
31.634428,11.658933
32.380543,10.980728
31.88361,11.443536
32.24838,11.101029
32.403408,10.963259
32.402107,10.965836
32.286156,11.059152
32.005558,11.299976
32.031963,11.228599
32.23246,11.256398
32.488583,10.891017
32.372272,10.990133
32.040638,11.248769
32.252773,11.092105
32.25989,11.193336
32.039494,11.218793
32.361233,10.996991
32.285408,11.057252
32.39964,10.964994
32.296482,11.04567
32.285965,11.0599
31.822256,11.48779
31.712662,11.61046
32.29719,11.050567
31.971043,11.360442
32.293182,11.049898
0.7807391,-14.810966
0.7276539,-14.750304
0.73811316,-15.099598
0.7129988,-14.762578
0.71574587,-15.053323
0.72437334,-15.092159
0.54568374,-14.643876
0.8663736,-15.662929
0.51943684,-14.751837
0.65700954,-15.022326
0.75800395,-15.155105
0.6615946,-14.693684
0.59857994,-14.984539
0.5572794,-14.599501
0.5953205,-14.979264
0.66820025,-14.708778
0.7110325,-14.748742
0.65643376,-14.730409
0.79025334,-14.819918
0.6123623,-14.978926
0.7627458,-15.182926
0.7302427,-15.098468
0.71158123,-14.764834
0.50553733,-14.21876
0.73305935,-15.100491
0.6390688,-14.745806
0.5451072,-14.660469
0.7607673,-15.154107
0.9374685,-15.720828
0.5440639,-14.657572
0.75601053,-15.117493
0.6569883,-14.749674
0.87178195,-15.346938
0.609944,-15.024475
0.72659826,-14.750676
0.5561592,-14.571655
0.67211115,-14.736606
0.6487566,-14.754035
0.72818077,-14.76426
0.73884207,-14.764352
0.9220546,-15.734327
0.92745435,-15.714896
0.71885055,-14.722368
0.7433074,-15.114816
0.7921378,-14.874894
0.5346972,-14.646965
0.55095506,-14.650971
0.7383824,-14.747614
0.61903995,-14.742769
0.535484,-14.738835
0.55016863,-14.578909
0.046217468,-14.158349
0.47723815,-14.742009
0.7464186,-15.100312
0.5391569,-14.740177
0.7029566,-15.051196
0.7226217,-14.769651
0.7369521,-15.101394
