0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
0.0098520514,-0.0504635539,0.0544410207,0.0145473414,0.0224957032,-0.0212381119,0.0453251709,-0.0122259838,-0.0044673349
