32.358467,11.495182
32.693535,12.662841
32.364376,11.765098
32.28952,12.228516
32.3903,11.752866
32.311165,11.876237
31.771273,12.211557
32.386845,11.833864
32.58866,11.236437
32.579082,11.235022
32.591408,11.525495
32.25311,10.501924
31.984478,12.550289
32.42687,11.357441
32.540604,11.668679
32.27933,11.453512
31.661154,11.384637
32.491444,11.674865
32.364384,11.480771
32.260994,11.513958
32.293823,11.714134
32.699104,11.543072
32.571747,11.537162
32.57593,11.5010195
32.471188,11.679873
32.440857,11.594103
32.6968,11.401341
31.419306,11.687948
33.297413,11.250769
31.42311,11.841443
32.3941,11.716773
32.562946,11.495647
32.57467,11.493192
32.697178,11.394091
32.237274,11.7226715
32.654724,11.519149
32.339455,11.629114
32.48437,11.658254
32.482044,11.638746
32.46589,11.640049
32.508186,11.622021
32.315063,11.704434
32.480152,11.64987
32.361782,11.504779
32.489906,11.628984
32.303505,11.597438
32.473465,11.643373
32.446815,11.629644
32.47909,11.645411
32.38096,11.58675
32.629944,11.63861
32.245068,11.471837
32.5503,11.505062
32.387688,11.580972
32.471226,11.620968
32.37966,11.478988
32.48408,11.637177
32.499798,11.589071
32.563606,11.512217
32.48434,11.660907
32.475517,11.6493025
32.37494,11.481235
32.486496,11.630713
32.4047,11.721277
32.33978,11.624214
32.55184,11.524819
32.29972,11.609592
32.379597,11.484921
32.551865,11.513368
32.377373,11.486492
32.372025,11.490494
32.479015,11.620465
32.473106,11.630151
32.494816,11.618127
32.36852,11.473449
32.376877,11.489221
32.37342,11.465604
32.36451,11.49476
32.460007,11.6237955
32.48106,11.646608
32.487263,11.602399
32.373745,11.493713
32.478775,11.624977
32.366875,11.467413
32.48149,11.635796
32.38447,11.486085
32.555782,11.527328
32.359158,11.470408
32.490246,11.625016
32.55813,11.517802
32.47259,11.60608
32.394028,11.566649
32.480835,11.647004
32.399433,11.715402
32.512478,11.655146
32.489452,11.63768
32.375454,11.488936
32.392685,11.581877
32.484673,11.632795
32.47928,11.6240425
-25.942368,-7.849713
-25.69849,-7.934522
-25.225664,-7.7975464
-25.800455,-7.845386
-25.734428,-7.9545317
-25.508392,-7.925391
-25.416832,-8.233645
-25.684605,-8.34896
-25.567345,-7.7843885
-25.402754,-7.9308434
-25.409142,-8.04062
-25.572374,-7.9272695
-25.532751,-7.9186416
-25.400198,-8.185295
-25.457111,-8.198937
-25.571157,-7.9405255
-25.677975,-8.004113
-25.724663,-7.6712627
-25.418259,-7.8886886
-25.637062,-7.835237
-25.586771,-8.139401
-25.566751,-7.7804804
-25.457306,-8.077059
-25.38093,-8.716979
-25.011732,-8.358267
-25.752426,-7.9716587
-24.906013,-8.251582
-25.71268,-7.8642774
-25.415771,-8.074024
-25.515799,-8.163959
-25.654568,-8.017469
-25.327154,-7.947081
-25.25206,-8.44069
-25.95607,-8.427173
-25.451208,-7.8750277
-25.665472,-7.9992356
-25.622507,-8.187415
-25.644655,-8.039547
-25.33052,-7.896521
-25.486977,-7.4944496
-25.631268,-8.315141
-25.54534,-7.806366
-25.518019,-7.865688
-25.654463,-7.8259387
-25.531979,-7.854272
-25.310656,-7.601819
-25.372526,-8.037333
-25.808601,-7.3531833
-25.32386,-8.150753
-25.671143,-8.235691
-25.53015,-7.6388226
-25.721287,-7.915161
-25.670317,-7.8368306
-25.799965,-8.076324
-25.591127,-8.13115
-25.721481,-7.92812
